"20191014_Toxoplasma_TMT_FullExperiment, 126C, ctrl.turbo.rah.nobiotin"	"20191014_Toxoplasma_TMT_FullExperiment, 127N, ctrl.turbo.cyto.nobiotin"	"20191014_Toxoplasma_TMT_FullExperiment, 127C, ctrl.noturbo.nobiotin"	"20191014_Toxoplasma_TMT_FullExperiment, 128N, turborah.toxo.r1"	"20191014_Toxoplasma_TMT_FullExperiment, 128C, turborah.mock.r1"	"20191014_Toxoplasma_TMT_FullExperiment, 129N, turborah.toxo.r2"	"20191014_Toxoplasma_TMT_FullExperiment, 129C, turborah.mock.r2"	"20191014_Toxoplasma_TMT_FullExperiment, 130N, turborah.toxo.r3"	"20191014_Toxoplasma_TMT_FullExperiment, 130C, turbocyto.toxo.r1"	"20191014_Toxoplasma_TMT_FullExperiment, 131N, turborah.toxo.r4"	"20191014_Toxoplasma_TMT_FullExperiment, 131C, turbocyto.toxo.r2"	"20191014_Toxoplasma_TMT_FullExperiment, 126C.127C.127N, control.mean"	id	accession_number	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	entry_name	20191014_Toxoplasma_TMT_FullExperiment unique_peptides	20191014_Toxoplasma_TMT_FullExperiment numSpectra	20191014_Toxoplasma_TMT_FullExperiment totalIntensity	20191014_Toxoplasma_TMT_FullExperiment pct_cov
224165	276748	106839	903942	1006865	1048502	998407	1009400	1910840	968321	2018998	218774	Q13427	Q13427	1	11	5	5	Q13427|E9PG73|Q13427-2|C9J679	HUMAN	89129.1	6.6	1911	1911.1	62.06	62.06	Peptidyl-prolyl cis-trans isomerase G	5	11	3.83E+08	6.60%
232370	329241	116703	2449662	1768091	2307035	2177554	2420955	6998499	2495709	7667980	228985	P33240	P33240	1	8	5	3	P33240|P33240-2|E7EWR4|E9PID8	HUMAN	61072.6	10.2	1912	1912.1	62.01	32.01	Cleavage stimulation factor subunit 2	5	8	2.23E+08	10.20%
7642	10514	3495	53601	56346	69515	53095	54195	85650	47432	121543	7642	Q9H0L4	Q9H0L4	1	2	4	2	Q9H0L4	HUMAN	64663.7	7.7	1912	1912.2	51.11	21.11	Cleavage stimulation factor subunit 2 tau variant	2	2	26700000	3.20%
37613	58336	8715	402372	463246	466526	474049	475818	1016566	483153	1123917	37613	Q96S59	Q96S59	1	5	4	4	Q96S59|Q96S59-3|Q96S59-2	HUMAN	78701.8	8	1913	1913.1	62.01	62.01	Ran-binding protein 9	4	5	1.37E+09	8.00%
2430079	2636923	2453270	4015315	4548314	4548321	5032668	4371621	6273358	4458324	6337457	2495590	A0A087WXF8	A0A087WXF8	1	7	4	4	A0A087WXF8|A0A0D9SEW3|Q9NP64|Q9NP64-3|Q9NP64-2|A0A087WXU5|A0A087WYV3|A0A087WYF0	HUMAN	30030.8	15.5	1914	1914.1	61.94	61.94	Nucleolar protein of 40 kDa	4	7	3.88E+08	15.50%
207526	335971	138452	1113365	1157839	1235153	1257697	1294777	3069576	1242683	2979292	212362	Q9NRW3	Q9NRW3	1	7	5	4	Q9NRW3|Q6ICH2	HUMAN	23281.9	30	1915	1915.1	61.89	47.89	DNA dC->dU-editing enzyme APOBEC-3C	5	7	3.43E+08	30.00%
	2354		3770	6577	3353	1973	4580	8059	4284	4295		Q96AK3	Q96AK3	1	1	2	1	Q96AK3|Q8IUX4|A0A087WX48	HUMAN	47567.5	6.4	1915	1915.2	25.22	11.22	DNA dC->dU-editing enzyme APOBEC-3D	1	1	13600000	3.30%
32301	43805	24840	377299	344075	429008	413908	462647	592296	417543	598963	31593	O15270	O15270	1	4	4	4	O15270	HUMAN	63607.8	9.9	1916	1916.1	61.88	61.88	Serine palmitoyltransferase 2	4	4	82900000	9.90%
181270	250936	107704	3008349	1771380	2729372	2151927	3081952	6456671	2976991	7178109	182354	Q99614	Q99614	1	6	4	4	Q99614	HUMAN	33982	17.1	1917	1917.1	61.86	61.86	Tetratricopeptide repeat protein 1	4	6	6.89E+08	17.10%
125597	149667	67851	724249	706534	889748	774669	860180	1919067	850662	1944167	114947	O43772	O43772	1	7	5	5	O43772|C9JPE1|F8WEF6	HUMAN	33285.4	21.2	1918	1918.1	61.81	61.81	Mitochondrial carnitine/acylcarnitine carrier protein	5	7	1.87E+08	21.20%
215110	302534	97087	1996449	2365003	2171971	2491731	2784711	2995040	2223920	3164981	219692	O00161	O00161	1	13	4	4	O00161|O00161-2|H3BPJ0|H3BNE1|H3BU94|H3BNG6	HUMAN	23696	16.5	1919	1919.1	61.71	61.71	Synaptosomal-associated protein 23	4	13	7.81E+08	16.50%
29361	88338	36609	506339	357384	516989	429752	569709	2943664	526096	2834461	32592	A6ND36	A6ND36	1	7	5	5	A6ND36|A6ND36-2	HUMAN	91118.6	9.3	1920	1920.1	61.53	61.53	Protein FAM83G	5	7	98800000	9.30%
163097	139927	55369	1293422	1268861	1377801	1364226	1418972	1651238	1366059	1797883	101625	J3QLM1	J3QLM1	1	6	5	5	J3QLM1|Q14849|Q14849-3|Q14849-2	HUMAN	53053.7	12.6	1921	1921.1	61.47	61.47	StAR-related lipid transfer protein 3	5	6	2.76E+08	12.60%
6405	31689	7506	120945	139243	136662	109257	146472	502942	134379	564764	13911	Q9NQS1	Q9NQS1	1	5	3	3	Q9NQS1	HUMAN	38733.7	15.7	1922	1922.1	61.43	61.43	Cell death regulator Aven	3	5	80400000	15.70%
80737	182465	75294	2689298	2476732	4640148	2812805	4325892	1679893	3399067	1944877	86335	Q9NYI0	Q9NYI0	1	5	5	5	Q9NYI0|Q9NYI0-2|E5RJ29|Q9NYI0-3|B4DKF8|A0A087WXD8|A0A087X1Z0	HUMAN	116716.1	6.9	1923	1923.1	61.43	61.43	PH and SEC7 domain-containing protein 3	5	5	4.38E+08	6.90%
527880	643476	303904	2511892	2258661	2828119	2682067	2987225	5643317	2840302	5932174	495589	P48507	P48507	1	7	5	5	P48507|P48507-2	HUMAN	31068.8	23.3	1924	1924.1	61.39	61.39	Glutamate--cysteine ligase regulatory subunit	5	7	8.44E+08	23.30%
53563	96000	38290	477872	462543	527143	511135	541914	888742	510891	930291	53563	H3BMF4	H3BMF4	1	7	4	4	H3BMF4|Q9H2V7|Q9H2V7-2|Q9H2V7-3|Q9H2V7-4|Q9H2V7-5	HUMAN	61675.2	11.1	1925	1925.1	61.36	61.36	Protein spinster homolog 1	4	7	1.63E+08	11.10%
1853851	2429086	1256175	9240253	9363716	8843660	10344832	9607971	13588873	8319129	13921189	1855871	P49207	P49207	1	12	5	5	P49207	HUMAN	13520.9	35.8	1926	1926.1	61.36	61.36	60S ribosomal protein L34	5	12	1.55E+09	35.80%
195927	198009	70962	1381097	1417963	1599760	1555164	1729236	3725655	1572546	3762106	176900	P49754	P49754	1	6	6	6	P49754|P49754-3|P49754-2|H7BXH3	HUMAN	99762.4	8.3	1927	1927.1	61.33	61.33	Vacuolar protein sorting-associated protein 41 homolog	6	6	1.03E+08	8.30%
570495	581047	316843	1491692	1573779	1465069	2447908	1603705	2043701	1590005	2284651	566214	P29558	P29558	1	5	4	4	P29558|F6Y5H0|P29558-2|E7ETU5|Q6XE24|C9JIJ9|Q6XE24-2|Q6XE24-5|Q6XE24-4|Q6XE24-3|C9J9B2	HUMAN	44732.7	15.5	1928	1928.1	61.23	61.23	RNA-binding motif single-stranded-interacting protein 1	4	5	2.43E+08	15.50%
2099759	3141130	1258406	8002760	1699457	7800324	2169830	8172428	15327556	7158323	14999550	2077127	TGGT1_229670-t26_1-p1	TGGT1_229670	1	10	5	5	TGGT1_229670-t26_1-p1	Toxoplasma_gondii_GT1	15858.3	25.8	1929	1929.1	61.08	61.08	TGGT1_229670	5	10	4.30E+09	25.80%
235124	199941	69660	789995	370498	791909	323612	535166	1834239	676737	1767846	195291	TGGT1_293360-t26_1-p1	TGGT1_293360	1	4	4	4	TGGT1_293360-t26_1-p1	Toxoplasma_gondii_GT1	26922.6	29.6	1930	1930.1	61.07	61.07	TGGT1_293360	4	4	1.71E+08	29.60%
140916	178903	63724	1613970	1201221	1594940	1232164	1715503	1726180	1599450	1725269	140916	P02786	P02786	1	5	5	5	P02786|G3V0E5|F8WBE5	HUMAN	85326.2	7.8	1931	1931.1	60.75	60.75	Transferrin receptor protein 1	5	5	1.05E+08	7.80%
1595187	703286	359884	2635555	3074092	3089538	2897131	2163693	3059080	3040925	3398319	703286	O75367	O75367	1	7	4	4	O75367|O75367-3|O75367-2|B4DJC3|D6RCF2	HUMAN	39787.5	13.7	1932	1932.1	60.75	60.75	Core histone macro-H2A.1	4	7	2.54E+08	13.70%
253605	249003	89128	2363654	2245704	3851394	3714105	2496097	2241509	2191324	7211142	201137	Q8IVF7	Q8IVF7	1	7	6	5	Q8IVF7|F8W1F5|Q8IVF7-3|Q8IVF7-2|C9IZY8	HUMAN	118123.6	5.6	1933	1933.1	60.7	41.65	Formin-like protein 3	6	7	5.36E+08	5.60%
8792	18544	6549	32494	31871	39035	36217	32885	62017	35897	72956	8792	Q96PY5-3	Q96PY5-3	1	1	2	1	Q96PY5-3|Q96PY5	HUMAN	124503.7	2.4	1933	1933.2	25.76	6.71	Isoform 2 of Formin-like protein 2	1	1	2380000	1.20%
436627	594554	215975	2283322	808080	2409901	881323	2637335	7087262	2217150	6823258	434099	TGGT1_232230-t26_1-p1	TGGT1_232230	1	14	3	3	TGGT1_232230-t26_1-p1	Toxoplasma_gondii_GT1	11946.7	43.5	1934	1934.1	60.63	60.63	TGGT1_232230	3	14	9.45E+08	43.50%
72559	89086	45660	2538458	2134026	2709260	2520206	2639130	894627	3499208	1151896	73676	Q9H5V9	Q9H5V9	1	4	3	3	Q9H5V9|Q9H5V9-3|Q9H5V9-2	HUMAN	26023.5	17.1	1935	1935.1	60.61	60.61	UPF0428 protein CXorf56	3	4	2.09E+08	17.10%
611432	535463	299566	7087596	6296432	8153610	7901064	7651094	6430016	7460937	7268933	540452	P04114	P04114	1	9	6	6	P04114|A8MUN2	HUMAN	516964.4	1.2	1936	1936.1	60.54	60.54	Apolipoprotein B-100	6	9	5.44E+08	1.20%
36565	37669	11568	341918	321816	317156	333878	362935	905190	338015	921673	31380	Q9NQG5	Q9NQG5	1	4	3	3	Q9NQG5|Q96P16|A0A0C4DGQ6|Q96P16-3|E9PIQ9	HUMAN	37013.2	11.9	1937	1937.1	60.53	60.53	Regulation of nuclear pre-mRNA domain-containing protein 1B	3	4	1.02E+08	11.90%
460726	575396	267612	1281044	1402602	1328500	1353009	1378748	4519383	1379021	4539525	462124	O15085-2	O15085-2	1	7	5	5	O15085-2|O15085	HUMAN	173153.4	3.8	1938	1938.1	60.45	60.45	Isoform 2 of Rho guanine nucleotide exchange factor 11	5	7	4.95E+08	3.80%
112039	124298	79587	1128591	1110737	1384205	1230528	1395099	2604295	1313190	2772352	109286	Q9HC07	Q9HC07	1	4	3	3	Q9HC07|Q9HC07-2|D6RD79|D6RBL0	HUMAN	35076.3	19.4	1939	1939.1	60.41	60.41	Transmembrane protein 165	3	4	2.46E+08	19.40%
131903	247955	94984	1486554	1529067	1432784	1618529	1579943	2419256	1486138	2918893	127800	P32455	P32455	1	7	4	4	P32455|P32456	HUMAN	68443	7.7	1940	1940.1	60.38	60.38	Guanylate-binding protein 1	4	7	4.42E+08	7.70%
328874	338983	148123	5635020	4992148	4492013	5574604	5440599	8131975	5223055	8612463	273266	Q96JP5	Q96JP5	1	9	4	4	Q96JP5|Q96JP5-2	HUMAN	64299.7	8.9	1941	1941.1	60.26	60.26	E3 ubiquitin-protein ligase ZFP91	4	9	1.20E+09	8.90%
65272	84938	40316	1150039	1035824	1199752	1170954	1311349	2728605	1261834	2777389	63606	Q8IYB1	Q8IYB1	1	8	4	4	Q8IYB1	HUMAN	56426.8	10.1	1942	1942.1	60.21	60.21	Protein MB21D2	4	8	3.34E+08	10.10%
178147	249598	141686	1590150	1632419	2045661	1626713	1974928	3245755	1875708	3402418	190682	O00400	O00400	1	7	4	4	O00400	HUMAN	61421.3	8.1	1943	1943.1	60.12	60.12	Acetyl-coenzyme A transporter 1	4	7	5.58E+08	8.10%
81640	91014	28225	186811	115639	175025	79059	154409	315011	193734	350623	67085	TGGT1_241170-t26_1-p1	TGGT1_241170	1	3	3	3	TGGT1_241170-t26_1-p1	Toxoplasma_gondii_GT1	141402.6	4.2	1944	1944.1	60.1	60.1	TGGT1_241170	3	3	25300000	4.20%
344567	413629	220222	2025893	1850873	1986010	1945170	2054855	3366668	2005118	3610398	340960	Q96AG3	Q96AG3	1	7	4	4	Q96AG3|Q96AG3-3|Q96AG3-2|E7EVY2|B7Z6C8	HUMAN	46458.4	10	1945	1945.1	59.98	59.98	Solute carrier family 25 member 46	4	7	4.48E+08	10.00%
145096	336678	158801	1489723	1439615	1904562	1419614	1843154	9728986	1615785	9550371	179690	P49902	P49902	1	7	5	5	P49902|P49902-2	HUMAN	65425	8.5	1946	1946.1	59.96	59.96	Cytosolic purine 5'-nucleotidase	5	7	2.56E+08	8.50%
87901	135595	86491	2043002	1808166	2241690	1890988	2370278	1536414	2228570	1669963	103131	Q9Y487	Q9Y487	1	5	4	4	Q9Y487|Q8TBM3|F5GX48	HUMAN	99164.6	4.6	1947	1947.1	59.92	59.92	V-type proton ATPase 116 kDa subunit a isoform 2	4	5	1.94E+08	4.60%
259300	445659	130541	2034024	2189047	2261274	3359782	2335812	4738024	2055651	5074447	243149	O75665	O75665	1	7	7	7	O75665|O75665-3|A6NF31|O75665-2|A0A0A0MS89	HUMAN	117125.5	7	1948	1948.1	59.91	59.91	Oral-facial-digital syndrome 1 protein	7	7	2.87E+08	7.00%
40269	85075	51017	536732	524466	575809	547560	582351	1465504	587324	1499696	63039	Q92597	Q92597	1	5	3	3	Q92597|Q92597-2|Q92597-3|E5RIM2|E7ESM1|E5RJY1	HUMAN	43291.2	13.1	1949	1949.1	59.79	59.79	Protein NDRG1	3	5	3.97E+08	13.10%
165308	176271	103871	1118064	1078549	1012873	1229636	1124084	1859896	1128723	2240048	146458	Q9C0B5	Q9C0B5	1	7	5	5	Q9C0B5|Q9C0B5-2	HUMAN	78285	8.8	1950	1950.1	59.79	59.79	Palmitoyltransferase ZDHHC5	5	7	1.90E+08	8.80%
380922	522078	191023	3200217	3162265	3241020	3255797	3662115	6155854	3425086	6475659	376782	M0QYZ2	M0QYZ2	1	13	5	5	M0QYZ2|M0R0N4|P53680|X6R390|P53680-2|M0QZ21|M0R1S0	HUMAN	19156.9	30.3	1951	1951.1	59.76	59.76	AP complex subunit sigma	5	13	1.23E+09	30.30%
111877	85166	50224	218561	133542	231308	142031	228807	506822	231382	575792	80489	TGGT1_230940-t26_1-p1	TGGT1_230940	1	10	4	4	TGGT1_230940-t26_1-p1	Toxoplasma_gondii_GT1	155274.3	4.2	1952	1952.1	59.71	59.71	TGGT1_230940	4	10	6.33E+08	4.20%
311108	337591	143213	1880071	1750919	2193654	2103804	1948481	1729295	1937304	2101122	311108	Q8TC12	Q8TC12	1	5	4	4	Q8TC12|Q8TC12-2|Q8TC12-3	HUMAN	35785	14.4	1953	1953.1	59.71	59.71	Retinol dehydrogenase 11	4	5	6.60E+07	14.40%
76357	112642	45603	649913	616093	670466	643816	647354	1610544	663975	1784971	76396	P36915	P36915	1	6	5	5	P36915|P36915-2	HUMAN	69173.1	10.8	1954	1954.1	59.57	59.57	Guanine nucleotide-binding protein-like 1	5	6	3.28E+08	10.80%
153265	193154	63444	1431443	1441075	1777365	1794996	1589719	3264372	1589728	3209525	148959	A0A087WYF7	A0A087WYF7	1	7	4	4	A0A087WYF7|Q6UXV4|A0A087WUX8	HUMAN	29375.6	20.1	1955	1955.1	59.54	59.54	MICOS complex subunit	4	7	7.78E+08	20.10%
105095	152679	77014	814199	1086534	865241	1191444	963842	1305920	952708	1510805	105095	Q6V0I7	Q6V0I7	1	5	4	4	Q6V0I7|Q6V0I7-3|Q6V0I7-2	HUMAN	546613.5	1.2	1956	1956.1	59.5	59.5	Protocadherin Fat 4	4	5	4.02E+08	1.20%
29600	29500	13315	191264	124239	163613	131934	216513	331020	199905	359784	26568	Q7Z7L1	Q7Z7L1	1	4	4	3	Q7Z7L1|Q68D06|Q68D06-2	HUMAN	104374.1	5.5	1957	1957.1	59.49	54.5	Schlafen family member 11	4	4	28700000	5.50%
		3837	129083	109147	120467	126229	142588	89812	117878	99852		Q6IEE8-2	Q6IEE8-2	1	2	2	1	Q6IEE8-2|A0A0D9SGD9|Q6IEE8|Q8IYM2	HUMAN	71930.5	3.4	1957	1957.2	11.97	6.98	Isoform 2 of Schlafen family member 12-like	1	2	35300000	1.90%
108493	164148	73265	1067101	969821	1186542	1100087	1188852	3039591	1107851	2976452	109319	O75884	O75884	1	5	4	4	O75884|O75884-2	HUMAN	21227.8	36.5	1958	1958.1	59.38	59.38	Putative hydrolase RBBP9	4	5	1.13E+08	36.50%
59681	84734	24237	405265	307235	449075	368140	473999	647682	445661	678506	59681	Q15738	Q15738	1	5	4	4	Q15738	HUMAN	42184.8	15.5	1959	1959.1	59.36	59.36	Sterol-4-alpha-carboxylate 3-dehydrogenase decarboxylating	4	5	1.46E+08	15.50%
73103	72213	28090	480929	463850	477347	470653	514955	969730	505380	1476882	60155	Q9Y5X3	Q9Y5X3	1	6	5	5	Q9Y5X3	HUMAN	47100.9	12.3	1960	1960.1	59.24	59.24	Sorting nexin-5	5	6	2.21E+08	12.30%
123511	189964	71530	782490	840697	899089	865410	830707	1966380	895213	2153301	121786	B0QZ18	B0QZ18	1	4	3	3	B0QZ18|Q99829|A6PVH9|E7ENH5	HUMAN	60344.2	8.3	1961	1961.1	59.23	59.23	Copine-1	3	4	3.16E+08	8.30%
215951	306251	166663	1454377	1431451	1723548	1666096	1675223	4244375	1541416	4897876	211377	Q9Y2W1	Q9Y2W1	1	7	5	5	Q9Y2W1	HUMAN	108720.9	7.1	1962	1962.1	59.22	59.22	Thyroid hormone receptor-associated protein 3	5	7	1.74E+08	7.10%
47114	62340	15922	312453	327366	358478	311128	355148	1914762	385625	2000495	46738	Q9UHV9	Q9UHV9	1	4	4	4	Q9UHV9	HUMAN	16704.6	44.8	1963	1963.1	59.13	59.13	Prefoldin subunit 2	4	4	1.03E+08	44.80%
119230	184756	64877	617402	524217	671134	615944	597508	752019	657228	812453	115477	O43823	O43823	1	6	4	4	O43823	HUMAN	76677.5	10.2	1964	1964.1	59.07	59.07	A-kinase anchor protein 8	4	6	89100000	10.20%
62954	92840	26345	476712	478586	552651	480935	522197	944757	520919	1012203	65033	E7EU96	E7EU96	1	4	4	4	E7EU96|P68400|Q8NEV1|P68400-2	HUMAN	45481.2	17.9	1965	1965.1	59.07	59.07	Casein kinase II subunit alpha	4	4	1.16E+08	17.90%
68248	129997	38261	582160	502662	605069	561194	643960	1497306	581326	1500065	68789	Q9P258	Q9P258	1	5	4	4	Q9P258	HUMAN	56825.2	10.5	1966	1966.1	59.01	59.01	Protein RCC2	4	5	8.00E+07	10.50%
62291	88647	46206	802647	712294	927206	947630	878676	1540112	821077	1685828	61362	O75717	O75717	1	6	6	6	O75717|O75717-2	HUMAN	127448.5	6.5	1967	1967.1	58.89	58.89	WD repeat and HMG-box DNA-binding protein 1	6	6	2.13E+08	6.50%
574094	728651	362655	2662399	2262004	2656958	2587959	2641113	6314608	2666312	6876031	568617	Q15555	Q15555	1	7	5	5	Q15555|Q15555-3|Q15555-5|Q15555-4|Q15555-2	HUMAN	37258.9	15.2	1968	1968.1	58.81	58.81	Microtubule-associated protein RP/EB family member 2	5	7	3.41E+08	15.20%
150090	206278	109244	1643881	1416248	1428836	1546659	1692802	3119253	1582145	3317458	156305	Q92551	Q92551	1	10	4	4	Q92551|Q92551-2|C9JNA8	HUMAN	50919.3	11.7	1969	1969.1	58.8	58.8	Inositol hexakisphosphate kinase 1	4	10	4.11E+08	11.70%
509673	633365	150712	10693988	8769986	11919743	10019379	11926703	13673265	11165078	11253311	506458	P51572-2	P51572-2	1	6	4	4	P51572-2|P51572	HUMAN	34922.6	12.1	1970	1970.1	58.79	58.79	Isoform 2 of B-cell receptor-associated protein 31	4	6	1.02E+09	12.10%
70523	130374	49492	509033	650181	615191	599036	591484	981368	552568	1154452	70523	Q99569	Q99569	1	5	4	4	Q99569|Q99569-2|A0A0D9SF60|E7EST6|Q9UQB3|Q9UQB3-2|E7EPC8|E9PHB5|B4DRK2	HUMAN	132664.7	4.2	1971	1971.1	58.72	58.72	Plakophilin-4	4	5	8.10E+07	4.20%
780436	1316847	578989	5484680	1936647	6052078	2652787	6594997	14432713	5216201	13490256	782344	TGGT1_229250A-t26_1-p1	TGGT1_229250A	1	11	5	5	TGGT1_229250A-t26_1-p1	Toxoplasma_gondii_GT1	8572.9	52.7	1972	1972.1	58.66	58.66	TGGT1_229250A	5	11	9.41E+08	52.70%
142122	186849	31782	4027698	3271978	4248744	3944983	4437867	2923269	4164779	2948361	140676	Q9NYM9	Q9NYM9	1	5	4	4	Q9NYM9|E9PQJ6|B8ZZS0|A0A0C4DH16|H7BXT7|E9PHY4	HUMAN	12445	47.7	1973	1973.1	58.6	58.6	BET1-like protein	4	5	9.39E+08	47.70%
130302	146072	53544	1280370	1162974	1298779	1259249	1338425	1578368	1483010	1788710	113305	Q8TCS8	Q8TCS8	1	4	4	4	Q8TCS8	HUMAN	86576.7	7.1	1974	1974.1	58.56	58.56	Polyribonucleotide nucleotidyltransferase 1 mitochondrial	4	4	3.10E+08	7.10%
128457	156921	68682	1097647	945436	967858	1080895	1012649	2475383	958497	2632192	128457	Q08945	Q08945	1	4	4	4	Q08945	HUMAN	81415.7	6.2	1975	1975.1	58.52	58.52	FACT complex subunit SSRP1	4	4	1.29E+08	6.20%
270661	265171	99768	1533030	1376649	1538762	1687595	1599196	3551953	1392506	3745160	224297	Q13263	Q13263	1	7	5	5	Q13263|Q13263-2	HUMAN	90316.8	8.3	1976	1976.1	58.24	58.24	Transcription intermediary factor 1-beta	5	7	1.17E+09	8.30%
82192	89088	47882	452014	410299	432995	418691	457553	1223416	468934	1246269	82192	Q9BV44	Q9BV44	1	4	4	4	Q9BV44	HUMAN	57800.5	10.6	1977	1977.1	58.16	58.16	THUMP domain-containing protein 3	4	4	45200000	10.60%
1461501	890562	193239	14355639	14128719	16057926	16867684	16058957	20817278	16602688	21291143	878450	O00264	O00264	1	13	6	6	O00264|O00264-2	HUMAN	21784.9	21	1978	1978.1	58.15	58.15	Membrane-associated progesterone receptor component 1	6	13	1.38E+09	21.00%
223448	326920	125755	724089	844011	806779	1072920	825408	1113918	796914	1202167	214662	J3KR33	J3KR33	1	6	3	3	J3KR33|A0JLT2|A0JLT2-2	HUMAN	28141.6	22.9	1979	1979.1	58.11	58.11	Mediator of RNA polymerase II transcription subunit 19	3	6	2.32E+08	22.90%
2746776	3915865	1781623	11293375	3254346	11023533	3874089	12214912	31715077	11516925	31312048	2730401	TGGT1_309820-t26_1-p1	TGGT1_309820	1	13	4	4	TGGT1_309820-t26_1-p1	Toxoplasma_gondii_GT1	20313	24.5	1980	1980.1	58.05	58.05	TGGT1_309820	4	13	1.76E+09	24.50%
62841	125006	50572	542940	488470	588321	565919	586902	1250903	578842	1304654	62841	A2A2Q9	A2A2Q9	1	7	5	5	A2A2Q9|Q9Y312	HUMAN	45603.7	18.5	1981	1981.1	57.96	57.96	Protein AAR2 homolog	5	7	1.99E+08	18.50%
184142	268549	81324	1532258	1224270	1587036	1374079	1641138	6017497	1588432	6248149	187274	Q86UW6	Q86UW6	1	5	5	5	Q86UW6|Q86UW6-2	HUMAN	200566.4	3.4	1982	1982.1	57.92	57.92	NEDD4-binding protein 2	5	5	1.42E+09	3.40%
73823	142785	31937	955537	893209	1013339	995138	1049034	2918143	963350	3182407	73823	Q9P1Z2	Q9P1Z2	1	6	4	4	Q9P1Z2|Q9P1Z2-3|Q9P1Z2-2|Q9P1Z2-4	HUMAN	77791.3	6.8	1983	1983.1	57.91	57.91	Calcium-binding and coiled-coil domain-containing protein 1	4	6	5.48E+08	6.80%
530802	844719	296799	3054941	2768486	3057898	3441799	3187589	4221994	3061145	4798728	531799	P49755	P49755	1	10	4	4	P49755|G3V2K7	HUMAN	25146.7	20	1984	1984.1	57.86	57.86	Transmembrane emp24 domain-containing protein 10	4	10	4.88E+08	20.00%
962408	1179541	522459	9583622	2099162	11245892	3176012	11300612	8197396	9936942	8131243	914380	TGGT1_254720-t26_1-p1	TGGT1_254720	1	10	5	5	TGGT1_254720-t26_1-p1	Toxoplasma_gondii_GT1	28526.7	15.7	1985	1985.1	57.86	57.86	TGGT1_254720	5	10	3.86E+09	15.70%
232560	270709	111006	2408567	2581373	2847780	3236979	2874309	4402013	2854585	5035492	217292	Q9BVL2	Q9BVL2	1	7	4	4	Q9BVL2|Q9BVL2-3|Q9BVL2-2	HUMAN	61009.9	8.6	1986	1986.1	57.84	57.84	Nucleoporin p58/p45	4	7	5.36E+08	8.60%
98946	111255	42634	811185	756490	807917	993608	873352	1041032	895129	1179312	91171	O15355	O15355	1	7	4	4	O15355	HUMAN	59955.3	8.9	1987	1987.1	57.76	57.76	Protein phosphatase 1G	4	7	3.31E+08	8.90%
54915	94045	34722	241515	256044	344231	283174	278662	1194559	277814	1244662	60156	J3QS41	J3QS41	1	5	4	4	J3QS41|P42694|P42694-2|A0A075B6R3	HUMAN	220821.8	2.9	1988	1988.1	57.72	57.72	Probable helicase with zinc finger domain	4	5	89400000	2.90%
39999	78833	24830	1002065	1008513	1068136	1101143	1132678	1166175	1078338	1326801	44844	Q9BY42	Q9BY42	1	5	4	4	Q9BY42|A0A0A0MQR2|A2A2L6	HUMAN	34570.7	15.6	1989	1989.1	57.68	57.68	Protein RTF2 homolog	4	5	59800000	15.60%
89050	223596	53392	1396544	1627633	1440803	1728155	1429510	6430720	1477558	6572968	93349	A0A1B0GV02	A0A1B0GV02	1	10	5	5	A0A1B0GV02|O60315|A0JP08|A0A1B0GW50|O60315-2|A0A1B0GVV8|A0A1B0GWI0	HUMAN	140618.5	4.3	1990	1990.1	57.67	57.67	Zinc finger E-box-binding homeobox 2	5	10	1.32E+09	4.30%
18070	26596	20246	211926	233838	239667	242264	241554	216504	218342	277346	25204	Q8NCN4	Q8NCN4	1	4	4	4	Q8NCN4	HUMAN	78277	7.2	1991	1991.1	57.67	57.67	E3 ubiquitin-protein ligase RNF169	4	4	7.80E+07	7.20%
394786	482016	264830	4270935	3777634	3812061	4111200	4460119	7942896	4277116	8775782	386452	Q9NVZ3	Q9NVZ3	1	8	4	4	Q9NVZ3|D6RB24|Q9NVZ3-2|F6SKB8|Q9NVZ3-3|D6RAN6|Q9NVZ3-4	HUMAN	28452.4	21.6	1992	1992.1	57.67	57.67	Adaptin ear-binding coat-associated protein 2	4	8	5.22E+08	21.60%
84694	138699	61686	837366	792264	1081791	938743	993679	2026718	898019	2158079	80263	Q5T011	Q5T011	1	7	6	6	Q5T011|Q5T011-5|Q5T011-4	HUMAN	382015.9	2.7	1993	1993.1	57.65	57.65	KICSTOR complex protein SZT2	6	7	1.41E+08	2.70%
211660	356305	119272	1740957	1573682	1980490	1816379	1934367	4474423	1812078	4531626	211063	Q99755	Q99755	1	7	5	1	Q99755|A6PW57|Q99755-3|Q99755-2|Q99755-4|O60331-3|O60331-2|O60331|O60331-4|O14986-2|O14986|O14986-3	HUMAN	63088.6	9.9	1994	1994.1	57.61	14.1	Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha	5	7	3.94E+08	9.90%
3694	6239	3392	55537	52698	55211	53322	60709	104359	47651	124876	3694	A2A3N6	A2A3N6	1	1	5	1	A2A3N6	HUMAN	95787.6	6.1	1994	1994.2	54.38	10.87	Putative PIP5K1A and PSMD4-like protein	1	1	58900000	1.20%
