id,ctrl.turbo.rah.nobiotin,ctrl.turbo.cyto.nobiotin,ctrl.noturbo.nobiotin,turborah.toxo.r1,turborah.mock.r1,turborah.toxo.r2,turborah.mock.r2,turborah.toxo.r3,turbocyto.toxo.r1,turborah.toxo.r4,turbocyto.toxo.r2,turborah.vs.turbocyto.logFC,turborah.vs.turbocyto.P.Value,turborah.vs.turbocyto.adj.P.Val,turborah.vs.turbocyto.Q.Value,turborah.toxo.vs.mock.logFC,turborah.toxo.vs.mock.P.Value,turborah.toxo.vs.mock.adj.P.Val,turborah.toxo.vs.mock.Q.Value,turborah.toxo.vs.ctrl.logFC,turborah.toxo.vs.ctrl.P.Value,turborah.toxo.vs.ctrl.adj.P.Val,turborah.toxo.vs.ctrl.Q.Value,turbocyto.toxo.vs.ctrl.logFC,turbocyto.toxo.vs.ctrl.P.Value,turbocyto.toxo.vs.ctrl.adj.P.Val,turbocyto.toxo.vs.ctrl.Q.Value,turborah.toxo.vs.all.logFC,turborah.toxo.vs.all.P.Value,turborah.toxo.vs.all.adj.P.Val,turborah.toxo.vs.all.Q.Value,turborah.vs.turbocyto.zscore,turborah.toxo.vs.mock.zscore,turborah.toxo.vs.ctrl.zscore,turbocyto.toxo.vs.ctrl.zscore,id.nodash,accession_number,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,entry_name,X20191014_Toxoplasma_TMT_FullExperiment.unique_peptides,X20191014_Toxoplasma_TMT_FullExperiment.numSpectra,X20191014_Toxoplasma_TMT_FullExperiment.totalIntensity,X20191014_Toxoplasma_TMT_FullExperiment.pct_cov,subcellular.location,gene,Location,toxo_gene_name,toxo_nonsecreted_gene_name,lopit_prediction,has.imputed
Q9UBH6,-3.9709827445247297,-3.5013067654476315,-4.992291995108971,0.2264493268167796,-0.1307758007667464,0.00989590325224723,0.08937650227970073,0.2717869383447244,1.0877772720050656,0.08582485595684927,1.1816491699598892,-0.9862239648898271,0.017306602339251576,0.03274509827387476,0.03274509827387476,0.16918890533617298,0.650404666649171,0.999812317632854,0.999812317632854,4.303349757786427,2.4334303441361336e-9,1.9482455888276005e-8,1.9482455888276005e-8,5.289573722676255,1.6894585852928214e-9,1.6178440680719314e-8,1.6178440680719314e-8,-0.9655243156463044,0.05994185145710654,0.11141938652713815,0.11141938652713815,-0.008310055414957744,0.06324161877177802,1.0093314607311052,0.8963547410707177,Q9UBH6,Q9UBH6,1,3,2,2,Q9UBH6|Q9UBH6-2,HUMAN,82218.3,3.4,2948,2948.1,26.49,26.49,Xenotropic and polytropic retrovirus receptor 1,2,3,196000000,3.40%,SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:23791524}; Multi-pass membrane protein {ECO:0000305}.,XPR1,Unknown,NA,NA,NA,FALSE
Q5VY43,-1.0474215789325398,-1.7832307753717234,-1.7866136234941612,0.15007415288276027,0.8204309992428946,0.16314540700711844,1.15359696392007,0.4010764191910623,-0.6196923480857215,-0.1282953690570205,-0.2695025712249528,0.5910976121613173,0.08325069085003887,0.12046068740191682,0.12046068740191682,-0.8405138290755021,0.018963949765334442,0.32732164314350215,0.32732164314350215,1.6855888117721214,3.121644484357036e-5,3.408819654803051e-5,3.408819654803051e-5,1.094491199610804,0.005527152589726071,0.005642232109548371,0.005642232109548371,-0.39591636942016495,0.3495480828995372,0.4159413170767268,0.4159413170767268,1.7580505518952665,-2.095125903068868,-1.7034776374112943,-2.935239411909103,Q5VY43,Q5VY43,1,3,2,2,Q5VY43,HUMAN,117739.1,2.8,2949,2949.1,26.48,26.48,Platelet endothelial aggregation receptor 1,2,3,10200000,2.80%,SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Note=Detected on the cell surface in resting platelets. {ECO:0000269|PubMed:15851471}.,PEAR1,Unknown,NA,NA,NA,FALSE
A0A087WUW9,-1.1909774310023022,-1.0882361826075975,-0.6633214158398184,0.15525437809179676,-0.437472850336106,-0.17526198935680115,-0.2081920256740194,-0.13504496165444335,0.9844869115931816,-0.1859795495234737,1.0625770248344846,-1.1087899988245633,0.0016446722563283605,0.005881528798265162,0.005881528798265162,0.23757440739433225,0.4186679950346708,0.999812317632854,0.999812317632854,0.8955869792058425,0.0031386988366754053,0.0032205696586208358,0.0032205696586208358,2.0043769780304057,1.0783520166916701e-5,1.17831552728292e-5,1.17831552728292e-5,-0.7859575608195005,0.050925007107928175,0.10133589711960443,0.10133589711960443,-0.14556539845116495,0.2094242937083776,-2.5221636072658002,-2.104191867718124,A0A087WUW9,A0A087WUW9,1,5,2,2,A0A087WUW9|Q9NXU5|A0A0B4J222,HUMAN,23275.2,10.7,2950,2950.1,26.48,26.48,ADP-ribosylation factor-like protein 15,2,5,151000000,10.70%,NA,ARL15,Unknown,NA,NA,NA,FALSE
P53539,-3.488459527481358,-3.4990180871413883,-4.358668490345984,0.24062588163515655,-0.05984919071059018,0.30644321929155605,0.14973280339471137,0.5617747988483399,0.8174065949342761,0.5628931765256311,0.6519346721969305,-0.3167363644904322,0.3344721863702429,0.39744271390605257,0.39744271390605257,0.3729924627331103,0.2587782804462389,0.999812317632854,0.999812317632854,4.199982970731415,5.180784870952214e-10,1.0001532224533077e-8,1.0001532224533077e-8,4.516719335221847,2.0697508977259433e-9,1.63597366518852e-8,1.63597366518852e-8,-0.36167817083249276,0.3915437412742877,0.45534289334166905,0.45534289334166905,0.7414143772140367,0.49889754415405674,0.9022115341405839,0.1904653251191953,P53539,P53539,1,2,2,2,P53539|P53539-3|P53539-4|P53539-10|P53539-7|K7EKC1|K7ERZ8,HUMAN,36212.5,11.5,2951,2951.1,26.46,26.46,Protein fosB,2,2,66500000,11.50%,SUBCELLULAR LOCATION: Nucleus.,FOSB,Unknown,NA,NA,NA,FALSE
Q9NPA3,-2.6341754903814123,-3.449202176708006,-4.283531646692792,0.20031796744085673,-0.14854180407346287,0.42212281038140326,-0.10353279513639352,0.3384266248011385,0.9677358243130837,0.22130729651942296,0.9915506171493865,-0.6840995459455297,0.09098610023252712,0.13020557406372218,0.13020557406372218,0.4215809743906336,0.28209992464116523,0.999812317632854,0.999812317632854,3.7511801127131092,2.1126269626940326e-8,7.315268183002981e-8,7.315268183002981e-8,4.435279658658639,2.4224114190001834e-8,4.806223493957262e-8,4.806223493957262e-8,-0.5580622463406013,0.27058296394847625,0.3385289079281417,0.3385289079281417,0.33002340802969654,0.6027616438757235,0.43711311544879666,0.11608209503385808,Q9NPA3,Q9NPA3,1,3,2,2,Q9NPA3,HUMAN,20315.4,14.7,2952,2952.1,26.43,26.43,Mid1-interacting protein 1,2,3,83100000,14.70%,"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9CQ20}. Cytoplasm {ECO:0000250|UniProtKB:Q9CQ20}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q9CQ20}. Note=Associated with microtubules. {ECO:0000250|UniProtKB:Q9CQ20}.",MID1IP1,Unknown,NA,NA,NA,FALSE
Q9ULX6,-2.6944763205148834,-2.2777794126243367,-3.2141083052933865,0.12875489645902316,0.11560300211757853,0.00962719680660079,0.260935810167834,0.27436852499425873,0.8964493618122665,0.13932599418892708,0.9836625331780399,-0.8020367943829505,0.020033918557243104,0.03688762593051623,0.03688762593051623,-0.050250253030503816,0.8717371191003974,0.999812317632854,0.999812317632854,2.866807165923072,4.459041358999199e-8,1.1757550208491263e-7,1.1757550208491263e-7,3.6688439603060226,1.8846660728942457e-8,4.0844492790526793e-8,4.0844492790526793e-8,-0.9903062005256569,0.025009745233094193,0.07344441677392158,0.07344441677392158,0.19795160174408158,-0.4058373846783336,-0.4793704847270869,-0.5839447874640322,Q9ULX6,Q9ULX6,1,2,2,2,Q9ULX6|V9GZ50|Q9ULX6-2,HUMAN,72103.9,4.3,2953,2953.1,26.42,26.42,A-kinase anchor protein 8-like,2,2,58100000,4.30%,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10748171, ECO:0000269|PubMed:10761695}. Nucleus matrix {ECO:0000269|PubMed:11034899, ECO:0000269|PubMed:16391387}. Nucleus speckle {ECO:0000269|PubMed:17594903}. Nucleus, PML body {ECO:0000269|PubMed:11884601}. Cytoplasm {ECO:0000269|PubMed:10748171}. Note=Colocalizes with PRPF40A in the nuclear matrix (PubMed:16391387). Nuclear at steady state but shuttles between the nucleus and cytoplasm (PubMed:10748171). The shuttling property has been questioned (PubMed:11034899). Colocalizes with EBNA-LP in PML bodies (PubMed:11884601). {ECO:0000269|PubMed:10748171, ECO:0000269|PubMed:11034899, ECO:0000269|PubMed:11884601, ECO:0000269|PubMed:16391387}.",AKAP8L,Unknown,NA,NA,NA,FALSE
A0A0B4J1S8,-2.651477411818756,-2.4022130572362372,-3.0561135235889605,0.09079739277063231,-0.0715350661084493,0.0876385994477525,0.11044829745665909,0.1307033045590298,0.9359118719065396,0.0020908409080319665,1.2407928142388813,-1.0105448086513489,0.003442563501315271,0.009842909107309995,0.009842909107309995,0.058350918747256744,0.8420651026583803,0.999812317632854,0.999812317632854,2.7810755319693468,3.029158577850949e-8,9.1979016743642e-8,9.1979016743642e-8,3.791620340620695,5.660797338250956e-9,2.2106466048105578e-8,2.2106466048105578e-8,-1.0300014243254538,0.014913528558036996,0.06152441801152267,0.06152441801152267,-0.035545706649256256,-0.17368862048237022,-0.5682149443185504,-0.4718065259754424,A0A0B4J1S8,A0A0B4J1S8,1,3,2,2,A0A0B4J1S8|Q9UBF8|Q9UBF8-2|Q9UBF8-3,HUMAN,93464.6,3.5,2954,2954.1,26.39,26.39,Phosphatidylinositol 4-kinase beta,2,3,227000000,3.50%,NA,PI4KB,Unknown,NA,NA,NA,FALSE
Q12770,-5.306510643980944,-3.0825221937719682,-3.566524381539989,-0.10366925039109957,-0.22121140834572486,-0.040947711477423425,0.45378177578541434,0.02593041027610678,0.9005693561511308,0.15141039451089086,0.7414030916672951,-0.8128052631795941,0.11155701572211191,0.1549886588040676,0.1549886588040676,-0.1081042229902261,0.8245348135698095,0.999812317632854,0.999812317632854,3.9933667004939197,1.893776953571636e-7,3.2922134809521296e-7,3.2922134809521296e-7,4.806171963673513,1.7402814376541501e-7,2.3701175940354228e-7,2.3701175940354228e-7,-0.9290904468994388,0.15486735543733196,0.2205963214503133,0.2205963214503133,0.18589255217538106,-0.5295075754334049,0.6880932440125509,0.45483795489278667,Q12770,Q12770,1,2,2,2,Q12770|A0A0A0MTG6|Q12770-2|Q12770-4|Q12770-3,HUMAN,141666.3,2.5,2955,2955.1,26.38,26.38,Sterol regulatory element-binding protein cleavage-activating protein,2,2,2490000,2.50%,"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Golgi apparatus membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cytoplasmic vesicle, COPII-coated vesicle membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Note=Moves from the endoplasmic reticulum to the Golgi in the absence of sterols. {ECO:0000250}.",SCAP,Unknown,NA,NA,NA,TRUE
Q8WV24,-3.152010482874762,-2.2730057572660356,-3.2472027561735506,-0.015583139800948179,-0.18499938540179556,0.12069242363835452,-0.13287076058356292,0.09485717721152592,1.1734977410976517,0.07702784920817518,1.2195417124885086,-1.127271149228803,0.0029882241118966584,0.008852156016240276,0.008852156016240276,0.22818365055695608,0.47978591774388346,0.999812317632854,0.999812317632854,2.9599882430023943,4.2447108026173574e-8,1.1423911412294765e-7,1.1423911412294765e-7,4.087259392231197,6.789426854987269e-9,2.343737862287952e-8,2.343737862287952e-8,-0.9683360762361237,0.031713990862635,0.07984877844692528,0.07984877844692528,-0.16626148004085206,0.18935036118099297,-0.3828061005496966,-0.201783503707085,Q8WV24,Q8WV24,1,5,2,2,Q8WV24|R4GND3,HUMAN,45528.9,5.9,2956,2956.1,26.34,26.34,Pleckstrin homology-like domain family A member 1,2,5,142000000,5.90%,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11369516}. Cytoplasmic vesicle {ECO:0000269|PubMed:12738777}. Nucleus, nucleolus {ECO:0000269|PubMed:11369516}. Note=Colocalizes with intracellular vesicles. {ECO:0000269|PubMed:12738777}.",PHLDA1,Unknown,NA,NA,NA,FALSE
Q9P2H3-3,-3.0704354208671307,-1.9246707727490273,-4.466556674248861,-0.17346426262881734,0.10477472539396886,0.1586158286566206,1.1773185031379434,0.23645114348988155,0.571014314214909,-0.07943308118714743,0.6981504609470844,-0.5990399804983625,0.2755678773853549,0.3374191795581172,0.3374191795581172,-0.6055042071833218,0.2706414313312367,0.999812317632854,0.999812317632854,3.1894300297043077,8.05947358499799e-6,9.20499633289946e-6,9.20499633289946e-6,3.78847001020267,8.62654698239469e-6,9.484435632577586e-6,9.484435632577586e-6,-1.2400865947643185,0.09032041506563412,0.14818329979002923,0.14818329979002923,0.42527720273254443,-1.5927630610907433,-0.1450335234140008,-0.4746838919255261,Q9P2H3,Q9P2H3-3,1,3,3,3,Q9P2H3-3|H3BRJ5|Q8IWR1|F5GZP3,HUMAN,124744.7,2.9,2957,2957.1,26.32,26.32,Isoform IFT80-L of Intraflagellar transport protein 80 homolog,3,3,85300000,2.90%,"SUBCELLULAR LOCATION: Cytoplasm. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000250}. Cytoplasm, cytoskeleton, cilium axoneme {ECO:0000250}. Note=Basal body and ciliary axoneme. {ECO:0000250}.",IFT80,Unknown,NA,NA,NA,FALSE
Q9Y6D0,-3.911869477269163,-2.0134034021886547,-3.022444113514555,0.4519305422068245,0.6310328470029699,0.421809962081476,0.8955135694176247,0.29592280303067264,-0.07844535329478149,0.25802635731190904,0.10540089698124676,0.343444644314488,0.4165611075229956,0.47998168486045434,0.47998168486045434,-0.4063507920525766,0.33874649395308454,0.999812317632854,0.999812317632854,3.339494747148512,2.5605908166671343e-7,4.2112196075765267e-7,4.2112196075765267e-7,2.996050102834024,7.118547482991562e-6,7.859675631514508e-6,7.859675631514508e-6,-0.41982856389580914,0.4411837898024442,0.5045722653487724,0.5045722653487724,1.4807168407151265,-1.1670474039648795,0.010479886400075309,-1.1984435479238702,Q9Y6D0,Q9Y6D0,1,4,2,2,Q9Y6D0|F6XHT0,HUMAN,10631.1,14.8,2959,2959.1,26.26,26.26,Selenoprotein K,2,4,166000000,14.80%,"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:16962588, ECO:0000269|PubMed:21220695, ECO:0000269|PubMed:22016385, ECO:0000269|PubMed:25368151}; Single-pass membrane protein {ECO:0000255}. Cell membrane {ECO:0000269|PubMed:12775843}; Single-pass membrane protein {ECO:0000255}. Note=Probably mainly localized in the ER. {ECO:0000269|PubMed:21220695}.",SELENOK,Unknown,NA,NA,NA,FALSE
P24468,-2.348659184609885,-1.8558762717145303,-4.344297591223319,-0.41638240864086373,-0.30194925552692076,-0.3396531359006579,-0.23942701244860662,-0.10924651015008573,1.446487033309162,-0.08123019328961478,1.4236571602918127,-1.6717001587957925,0.005396535904811698,0.013553437985135839,0.013553437985135839,0.034060071992458085,0.9475187345194871,0.999812317632854,0.999812317632854,2.61298295385394,4.4285101376100406e-5,4.7910616551118544e-5,4.7910616551118544e-5,4.2846831126497325,1.4040304990376589e-6,1.6339302298742346e-6,1.6339302298742346e-6,-1.4010120248080289,0.05095251581449812,0.10133589711960443,0.10133589711960443,-0.7759392844705,-0.22561338301568584,-0.7424107875012439,-0.02146581778408504,P24468,P24468,1,3,2,2,P24468|P24468-2|P24468-3|P10589|F1DAL9,HUMAN,46483.3,5.5,2960,2960.1,26.26,26.26,COUP transcription factor 2,2,3,27400000,5.50%,SUBCELLULAR LOCATION: Nucleus.,NR2F2,Unknown,NA,NA,NA,FALSE
Q7Z6K3,-7.69877811623923,-3.8364092262150082,-4.741257642739385,-0.06703833907329823,-0.42549687493874633,0.13580471963040905,-0.16175947011137984,-0.030347305275483086,1.4206917372766907,0.013829762837429887,1.339149360677919,-1.3668583394475402,0.07610333284090304,0.11169526030402385,0.11169526030402385,0.30669038205482746,0.6738549205148949,0.999812317632854,0.999812317632854,5.438543871260974,5.638727716591775e-7,8.055818897783148e-7,8.055818897783148e-7,6.805402210708514,3.256241043537947e-7,4.1475389496569556e-7,4.1475389496569556e-7,-1.073230166922477,0.2634663839778035,0.3313408092925313,0.3313408092925313,-0.4345627452842405,0.35716844638168443,2.185743280870856,2.280842302335798,Q7Z6K3,Q7Z6K3,1,3,2,2,Q7Z6K3|X6R9N0,HUMAN,46746.6,6.7,2961,2961.1,26.26,26.26,Protein prenyltransferase alpha subunit repeat-containing protein 1,2,3,103000000,6.70%,NA,PTAR1,Unknown,NA,NA,NA,FALSE
TGGT1_304740-t26_1-p1,-2.203662288819548,-2.0463205780390012,-3.1110983244085415,-0.015500066464632874,-0.9761041340725634,0.02236726480611663,-0.9198212586718723,0.006082641361490746,1.3873064913208828,0.013877836008944473,1.4612274945785377,-1.4175600740217302,5.859804092686267e-4,0.0030926235952508023,0.0030926235952508023,0.9546696153001973,0.010027241058681344,0.1867781613067862,0.1867781613067862,2.460400649350343,5.220845002943329e-7,7.57106502802577e-7,7.57106502802577e-7,3.877960723372073,1.7210904431282717e-8,3.8693042819167987e-8,3.8693042819167987e-8,-0.46959737764951265,0.2757845077102979,0.34414569885058566,0.34414569885058566,-0.4913409875762016,1.7423061549359966,-0.9005331953181681,-0.3929472177503255,TGGT1_304740,TGGT1_304740,1,3,2,2,TGGT1_304740-t26_1-p1,Toxoplasma_gondii_GT1,71442.2,2.6,2962,2962.1,26.26,26.26,TGGT1_304740,2,3,136000000,2.60%,NA,NA,PV/PVM,WNG1,NA,NA,FALSE
Q96IK5,-1.954794559961346,-1.9357739600282482,-2.721228160228531,0.32524288112151706,0.19752300009210277,0.40158809420091734,0.4576702068148259,0.6933499727299439,0.16103885286091235,0.3996836232826938,0.23974650104757156,0.2545734658795261,0.4224954261534528,0.485496612322395,0.485496612322395,0.1273695393803037,0.6855551619782687,0.999812317632854,0.999812317632854,2.6588983695731434,1.2547956980789484e-7,2.401650034135549e-7,2.401650034135549e-7,2.404324903693617,3.3971643795700865e-6,3.8347037357642986e-006,3.8347037357642986e-006,-0.07302313757393819,0.8569589865189932,0.879845903306147,0.879845903306147,1.3811946183625792,-0.026152574377267437,-0.6948282312339518,-1.7388979491737568,Q96IK5,Q96IK5,1,3,2,2,Q96IK5|Q8NEA9,HUMAN,59596.9,4.4,2963,2963.1,26.25,26.25,Germ cell-less protein-like 1,2,3,54100000,4.40%,SUBCELLULAR LOCATION: Nucleus matrix {ECO:0000250}.,GMCL1,Unknown,NA,NA,NA,FALSE
Q7Z2Z2,-3.375530634484367,-2.851465287992087,-4.093996059417778,-0.08780541608730198,-0.2200741945057696,-0.22735377020879777,-0.25054416917201944,-0.23326548926741048,1.4290888639715353,-0.07504231415762501,1.443337631725088,-1.5920799952785951,2.8628624793382084e-4,0.002065045579445876,0.002065045579445876,0.07944243440861065,0.8142710402497184,0.999812317632854,0.999812317632854,3.284463913201128,2.2727001853645197e-8,7.646017924923628e-8,7.646017924923628e-8,4.876543908479723,1.392127118572088e-9,1.6178440680719314e-8,1.6178440680719314e-8,-1.3567708134397007,0.006878220762015116,0.05776860262557628,0.05776860262557628,-0.6867767938087648,-0.12860283350925214,-0.046549059362954254,0.5191124312042233,Q7Z2Z2,Q7Z2Z2,1,3,3,3,Q7Z2Z2|Q7Z2Z2-2,HUMAN,126739.7,2.8,2965,2965.1,26.22,26.22,Elongation factor-like GTPase 1,3,3,3580000000,2.80%,NA,EFL1,Unknown,NA,NA,NA,FALSE
Q14139-2,-2.0147054134831888,-2.3477189171716417,-3.5103742904625026,-0.14314313693020533,-0.021794275282164332,0.2986486269563346,-0.08476549110497589,0.18630470635440355,0.9407051401736136,0.15150048864763427,1.1614411146361576,-0.9277454561478437,0.026760804809467624,0.04628415269449334,0.04628415269449334,0.17660755445061194,0.6447822871449118,0.999812317632854,0.999812317632854,2.7475938782961538,8.950957758237194e-7,1.2052455173075348e-6,1.2052455173075348e-6,3.6753393344439975,2.3313586009761708e-7,3.068206661997756e-7,3.068206661997756e-7,-0.8744655729542735,0.09233042172999381,0.15031463749401786,0.15031463749401786,0.05717699283122044,0.07909992117982959,-0.602912281691462,-0.5780122134487075,Q14139,Q14139-2,1,3,3,3,Q14139-2|Q14139|B7Z7P0,HUMAN,124603.5,4.9,2966,2966.1,26.18,26.18,Isoform 2 of Ubiquitin conjugation factor E4 A,3,3,44800000,4.90%,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:E9Q735}.,UBE4A,Unknown,NA,NA,NA,FALSE
P29084,-4.198394447441364,-3.7180319047347816,-5.525216823959283,0.46690431434255036,0.3725677612166612,0.6900139028983738,0.48168138139060784,0.647798734079206,-0.06124620429127331,0.6160736757340763,0.14202175758460858,0.5648098801168839,0.18515426318801315,0.2387106983098508,0.2387106983098508,0.17807308545991724,0.6670549595499622,0.999812317632854,0.999812317632854,5.085745382142028,1.0633873608776577e-9,1.3034200876264912e-8,1.3034200876264912e-8,4.520935502025145,4.7488499898791344e-8,7.964977449559302e-8,7.964977449559302e-8,0.13768530881324959,0.7962421116468805,0.8284615625164591,0.8284615625164591,1.728612284509346,0.08223267939165911,1.820135048938918,0.1943161766775811,P29084,P29084,1,2,2,2,P29084,HUMAN,33100.1,8.5,2967,2967.1,26.15,26.15,Transcription initiation factor IIE subunit beta,2,2,63900000,8.50%,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:7651391}.,GTF2E2,Unknown,NA,NA,NA,FALSE
A0A087X0Z7,-3.3292569121297784,-3.1160704343410672,-4.0043094620865975,0.4085889203471032,0.16645348146210556,0.4379098185679876,0.2791454460502635,0.4664588103026328,0.37910034794376485,0.6263622043906072,0.5647630925797854,0.012898218140307671,0.9668561014150927,0.9717392130384012,0.9717392130384012,0.26203047464589835,0.4046391630184978,0.999812317632854,0.999812317632854,3.96804220792123,6.604511554581871e-10,1.1016943506382463e-8,1.1016943506382463e-8,3.9551439897809226,7.020183151985386e-9,2.3773052655822384e-8,2.3773052655822384e-8,-0.20990124561587675,0.6022455809429506,0.6559551836220224,0.6559551836220224,1.1105550458243199,0.2617022359865941,0.6618492456972607,-0.3224515956370493,A0A087X0Z7,A0A087X0Z7,1,2,2,2,A0A087X0Z7|Q9Y394|Q9Y394-2,HUMAN,43132.7,9,2968,2968.1,26.11,26.11,Dehydrogenase/reductase SDR family member 7,2,2,21300000,9.00%,NA,DHRS7,Unknown,NA,NA,NA,FALSE
J3QQX2,-3.0606791158296365,-2.0373071983117126,-3.718912361915474,-0.09066262405900567,-0.512566432911426,-0.5482751847440658,-0.17648372474143678,-0.5033577940758887,1.5678466007320753,-0.4875802435330114,1.5697457755426605,-1.9762651497403605,1.8703760420721522e-4,0.001622431320597459,0.001622431320597459,-0.0629438827765616,0.8751006404009719,0.999812317632854,0.999812317632854,2.5314972637492814,3.980210265928875e-6,4.719611401905848e-6,4.719611401905848e-6,4.507762413489642,3.374627493068981e-8,6.118094752975543e-8,6.118094752975543e-8,-1.6317400709139291,0.006257250009294826,0.05760728849389117,0.05760728849389117,-1.1170058178885212,-0.43297162651449655,-0.8268551374793804,0.1822844874958306,J3QQX2,J3QQX2,1,2,2,2,J3QQX2|P52565|J3KRE2,HUMAN,25945,9.3,2969,2969.1,26.11,26.11,Rho GDP-dissociation inhibitor 1,2,2,49900000,9.30%,NA,ARHGDIA,Unknown,NA,NA,NA,FALSE
Q3SXM5,-2.936175811447319,-2.183563945123937,-3.7518544008698123,0.10098599429064822,0.05941500726632823,0.14721251728733944,-0.07261904709853835,0.12577393259681868,1.0076577501121027,0.16268514309188942,1.1249843927306524,-0.9321566746047034,0.0233842496465978,0.041614369570983877,0.041614369570983877,0.1407664167327789,0.7065205815921585,0.999812317632854,0.999812317632854,3.091362449297031,1.6499844704204443e-7,2.97701198049726e-7,2.97701198049726e-7,4.0235191239017345,5.762616024781638e-8,9.270057066969225e-8,9.270057066969225e-8,-0.9255546546885984,0.07060155190555596,0.1243984635919249,0.1243984635919249,0.052237098122492796,0.0024849483174820396,-0.24666183472589934,-0.260000913757477,Q3SXM5,Q3SXM5,1,2,2,2,Q3SXM5|Q3SXM5-2,HUMAN,37400.5,5.4,2970,2970.1,26.11,26.11,Inactive hydroxysteroid dehydrogenase-like protein 1,2,2,112000000,5.40%,SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:19026618}.,HSDL1,Unknown,NA,NA,NA,FALSE
Q14978-2,-2.399987155999007,-1.8886133222281154,-2.7040003825939958,0.2228467533784492,-0.203293085091341,0.07011644734632616,0.28248908369767817,0.19434046564133847,0.9904851463249481,0.20909739507757805,0.846624717128279,-0.7444546663656906,0.028576712362788314,0.04882576662793579,0.04882576662793579,0.1345022660577544,0.6659376293273231,0.999812317632854,0.999812317632854,2.5049672189679626,2.298037757286673e-7,3.8448376522753784e-7,3.8448376522753784e-7,3.249421885333653,8.421355700084421e-8,1.2639505915432828e-7,1.2639505915432828e-7,-0.7840526656688591,0.066377559428112,0.11917295528569292,0.11917295528569292,0.2624348397182517,-0.010905467403999555,-0.8543484603385464,-0.9670254923748096,Q14978,Q14978-2,1,4,2,2,Q14978-2|Q14978-3|Q14978|S4R341|S4R402,HUMAN,74745.2,3.6,2971,2971.1,26.1,26.1,Isoform Beta of Nucleolar and coiled-body phosphoprotein 1,2,4,58700000,3.60%,"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:7657714}. Cytoplasm {ECO:0000269|PubMed:7657714}. Note=Shuttles between the nucleolus and the cytoplasm. At telophase it begins to assemble into granular-like pre-nucleolar bodies which are subsequently relocated to nucleoli at the early G1-phase. {ECO:0000269|PubMed:7657714}.",NOLC1,Unknown,NA,NA,NA,FALSE
Q9NVH0,-3.9796004171577364,-3.176806685779104,-4.353695381471172,0.43298337658402103,0.21174972491570407,0.39149071950000247,0.5005721950719573,0.7396777304002216,0.24812601697856712,0.5285123564952265,0.3133297916021584,0.24243814145450515,0.481104597057999,0.5416229124283564,0.5416229124283564,0.16700508575103729,0.6257980966931893,0.999812317632854,0.999812317632854,4.359866873880872,6.582304033174346e-10,1.1016943506382463e-8,1.1016943506382463e-8,4.117428732426367,1.3954863250916837e-8,3.3529334075178736e-8,3.3529334075178736e-8,-0.11372281853932553,0.7963810231461793,0.8284615625164591,0.8284615625164591,1.3676048980841307,0.0585734277235852,1.0679006539858287,-0.17422822515046632,Q9NVH0,Q9NVH0,1,3,2,2,Q9NVH0|Q9NVH0-2,HUMAN,71264.2,3.5,2972,2972.1,26.09,26.09,Exonuclease 3'-5' domain-containing protein 2,2,3,23900000,3.50%,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:26807646}.,EXD2,Unknown,NA,NA,NA,FALSE
